"Kod"	"Överordnad kod"	"Titel"	"Beskrivning"	"Innefattar"	"Utesluter"	"Relaterad ICF-kod"
"XAA.46.ZZ"	"XAA"	"Besluta om att inleda utredning gällande barn eller unga"	"Besluta om att inleda en utredning enligt 11 kap. 1a § SoL"	""	"Ställningstagande att inleda utredning (XAA.40.ZZ)"	""
"XAA.47.ZZ"	"XAA"	"Besluta om att inte inleda utredning gällande barn eller unga"	"Besluta om att inte inleda en utredning enligt 11 kap. 1a § SoL"	""	"Ställningstagande att inte inleda en utredning"	""
"XAA.50.ZZ"	"XAA"	"Göra omedelbar skyddsbedömning"	"Göra en bedömning om ifall ett barn eller en ung person är i behov av omedelbart skydd enligt 11 kap. 1 a § första stycket socialtjänstlagen"	""	""	""
"XAA.55.ZZ"	"XAA"	"Informera anmälaren att anmälan rörande barn eller unga tagits emot"	"Informera anmälaren om att anmälan enligt 14 kap. 1 § SoL rörande barn eller unga tagits emot och av vem (allmänna råd i SOSFS 2014:6)"	""	""	""
"XAA.60.ZZ"	"XAA"	"Kontrollera att en muntlig anmälan uppfattats korrekt"	"Kontrollera med den som gjort en muntlig anmälan om barn eller unga, att de muntliga uppgifter som har antecknats av nämnden är korrekta (allmänna råd i SOSFS 2014:6)"	""	""	""
"XAA.65.ZZ"	"XAA"	"Erbjuda anmälningsmöte"	"Erbjuda ett möte för barnet, vårdnadshavaren och den som gjort anmälan om misstanke om att ett barn far illa (14 kap. 1 a § SoL)"	""	""	""
"XAA.70.ZZ"	"XAA"	"Delta i anmälningsmöte"	"Delta i ett möte mellan ett barn, dess vårdnadshavare och en anmälare som omfattas av anmälningsskyldigheten i 14 kap. 1 § SoL"	""	""	""
"XAA.75.ZZ"	"XAA"	"Informera anmälaren om möjlighet till återkoppling"	"Informera anmälaren om möjlighet till återkoppling enligt 14 kap. 1 b § SoL (allmänna råd i SOSFS 2014:6)"	""	""	""
"XAA.80.00"	"XAA"	"Återkoppla till anmälare"	"Informera en person som omfattas av anmälningsskyldigheten i 14 kap. 1 § SoL om huruvida personens anmälan har, eller inte har, lett vidare till utredning, eller om utredning redan pågår"	"Återkoppla till anmälare om att anmälan har lett till utredning (XAA.80.05); Återkoppla till anmälare om att anmälan inte har lett till utredning (XAA.80.15); Återkoppla till anmälare om att utredning pågår (XAA.80.25)"	""	""
"XAA.80.05"	"XAA"	"Återkoppla till anmälare om att anmälan har lett till utredning"	"Informera en person som omfattas av anmälningsskyldigheten i 14 kap. 1 § SoL om huruvida personens anmälan har lett vidare till utredning"	""	""	""
"XAA.80.15"	"XAA"	"Återkoppla till anmälare om att anmälan inte har lett till utredning"	"Informera en person som omfattas av anmälningsskyldigheten i 14 kap. 1 § SoL om huruvida personens anmälan inte har lett vidare till utredning"	""	""	""
"XAA.80.25"	"XAA"	"Återkoppla till anmälare om att utredning pågår"	"Informera en person som omfattas av anmälningsskyldigheten i 14 kap. 1 § SoL om att utredning redan pågår"	""	""	""
"XAA.85.ZZ"	"XAA"	"Tillföra information till en pågående utredning"	"Tillföra information i anmälan till en redan pågående utredning (se 11 kap. 1 a § SoL)"	""	""	""
"XAA.99.ZZ"	"XAA"	"Utföra administrativ aktivitet som avser aktualisering och förhandsbedömning, annan specificerad och ospecificerad"	"Utföra administrativ aktivitet som avser aktualisering och förhandsbedömning, ospecificerad eller som inte är specificerad i klassifikationen"	""	""	""
"XAB"	"XA"	"Utreda och bedöma"	""	""	""	""
"XAB.01.00"	"XAB"	"Inleda utredning"	"Inleda utredning som föregåtts av aktualisering genom ansökan, begäran, anmälan eller information på annat sätt"	"Inleda utredning med den enskildes samtycke (XAB.01.05); Inleda utredning som får ske utan den enskildes samtycke (XAB.05.15)"	""	""
"XAB.01.05"	"XAB"	"Inleda utredning med den enskildes samtycke"	"Inleda utredning som föregåtts av ansökan om bistånd enligt SoL eller insats enligt LSS"	""	""	""
"XAB.01.15"	"XAB"	"Inleda utredning som får ske utan den enskildes samtycke"	"Inleda utredning som kan utföras utan den berördas samtycke, utredningen kan ha föregåtts av anmälan eller information på annat sätt, till exempel utredning om barns behov av skydd eller stöd, utredning enligt LVM, utredning för att lämna yttrande till annan myndighet eller utredning om faderskap"	""	""	""
"XAB.05.ZZ"	"XAB"	"Underrätta den enskilde att utredning inletts"	"Informera den enskilde att nämnden har inlett en utredning"	""	""	""
"XAB.06.ZZ"	"XAB"	"Underrätta företrädare att utredning inletts (barn och unga)"	"Informera företrädare (ex vårdnadshavare) att nämnden har inlett en utredning (gäller inom barn och unga)"	""	""	""
"XAB.10.ZZ"	"XAB"	"Efterfråga om samtycke till behövlig vård för den unge"	"Fråga den unge, eller den eller dem som har vårdnaden om honom eller henne, om samtycke till behövlig vård (1 § LVU)"	""	""	""
"XAB.15.ZZ"	"XAB"	"Förlänga utredningstid"	"Fatta beslut om huruvida utredningstiden enligt 11 kap. 2 § SoL ska förlängas för en utredning till ett barns skydd eller stöd"	""	""	""
"XAB.20.ZZ"	"XAB"	"Bistå annan kommun med utredning, enligt SoL"	"Bistå den enskildes bosättningskommun med den utredning som bosättningskommunen behöver för att kunna pröva den enskildes behov av stöd och hjälp i vistelsekommunen (2 a kap. 6 §; 11 kap. 4 § SoL)"	""	""	""
"XAB.22.ZZ"	"XAB"	"Bistå annan kommun med utredning, enligt LSS"	"Bistå den enskildes bosättningskommun med den utredning som bosättningskommunen behöver för att kunna pröva den enskildes begäran om insatser (16 a § LSS)"	""	""	""
"XAB.25.ZZ"	"XAB"	"Kommunicera information enligt 25 § förvaltningslagen"	"Ge muntlig eller skriftlig information enligt 25 § förvaltningslagen, till den som är part, om allt material av betydelse för ett beslut i ett ärende och ge tillfälle att inom en bestämd tid att yttra sig innan myndigheten fattar beslutet"	""	"Kommunicera övrig information (XAH.06.ZZ)"	""
"XAB.35.ZZ"	"XAB"	"Ställa krav på den enskilde att delta i viss verksamhet"	"Ställa krav på att den enskilde deltar i praktik eller annan kompetenshöjande verksamhet för att kunna få försörjningsstöd (4 kap. 4 § SoL)"	""	""	""
"XAB.45.ZZ"	"XAB"	"Underrätta den enskilde om rätten att få företräde inför nämnden"	"Underrätta den enskilde om rätten att få företräde inför nämnden (11 kap. 9 SoL)"	""	""	""
"XAB.50.ZZ"	"XAB"	"Upprätta vårdplan inför beslut om vård i ett HVB eller ett familjehem"	"Upprätta vårdplan för den vård som socialnämnden avser att anordna för den enskilde i ett HVB eller ett familjehem (11 kap. 3 § SoL)"	""	""	""
"XAB.55.ZZ"	"XAB"	"Fastställa plan för vård utanför LVM-hemmet"	"Fastställa plan för vården utanför LVM-hemmet, i ett samråd med den enskilde och Statens institutionsstyrelse (28 § LVM) [Gäller nämnd]"	""	""	""
"XAB.58.ZZ"	"XAB"	"Ta del av polisens bedömning av risken för fortsatt våld"	"Ta del av polisens bedömning av risken för fortsatt våld, i vissa utredningar om våld i nära relationer (allmänna råd till 5 kap. 1 § SOSFS 2014:4)"	""	""	""
"XAB.60.ZZ"	"XAB"	"Bedöma risken för att ett barn kommer att bevittna ytterligare våld"	"Bedöma risken för att barnet kommer att bevittna ytterligare våld eller andra övergrepp av eller mot en närstående (6 kap. 1 § SOSFS 2014:4)"	""	"Bedöma risken för att en enskild kommer att utsättas för ytterligare våld (XAB.63.ZZ)"	""
"XAB.63.ZZ"	"XAB"	"Bedöma risken för att en enskild kommer att utsättas för ytterligare våld"	"Bedöma risken för att en enskild kommer att utsättas för ytterligare våld eller vissa andra övergrepp (5 kap. 1 § och 6 kap 1 § SOSFS 2014:4)"	""	"Bedöma risken för att ett barn kommer att bevittna ytterligare våld (XAB.60.ZZ)"	""
"XAB.64.ZZ"	"XAB"	"Överväga om anhörigplacering av ett barn"	"Överväga om ett barn som ska placeras i familjehem eller motsvarande ska tas emot av en anhörig eller annan närstående (6 kap. 5 § SoL)"	""	""	""
"XAB.65.ZZ"	"XAB"	"Delge polisen bedömningen av risken för fortsatt våld"	"Delge polisen riskbedömningen för fortsatt våld, i vissa utredningar om våld i nära relationer (allmänna råd till 5 kap. 1 § SOSFS 2014:4)"	""	""	""
"XAB.70.ZZ"	"XAB"	"Besluta om läkarundersökning av den unge enligt LVU"	"Besluta om läkarundersökning av den unge (32 § LVU)"	""	""	""
"XAB.75.ZZ"	"XAB"	"Besluta om läkarundersökning av den enskilde enligt LVM"	"Besluta om läkarundersökning av den enskilde (9 § LVM)"	""	""	""
"XAB.80.ZZ"	"XAB"	"Fatta beslut om muntlig handläggning"	"Fatta beslut om muntlig handläggning i ett ärende (14 § FL)"	""	""	""
"XAB.90.ZZ"	"XAB"	"Sammanställa beslutsunderlag"	"Sammanställa underlag inför beslut i nämnden enligt 5 kap. 9-11 §§ SOSFS 2014:5"	""	""	""
"XAB.95.00"	"XAB"	"Avsluta utredning"	"Avsluta en utredning"	"Avsluta LVM-utredning (XAB.95.05)"	""	""
"XAB.95.05"	"XAB"	"Avsluta LVM-utredning"	"Avsluta en utredning enligt 7 § LVM"	""	""	""
"XAB.98.ZZ"	"XAB"	"Anmäla behov av offentligt biträde"	"Fatta beslut om att anmäla behov av offentligt biträde till förvaltningsdomstolen i ärenden som rör LVU (jämför 39 § LVU)"	""	""	""
"XAB.99.ZZ"	"XAB"	"Utföra administrativ aktivitet som avser utredning och bedömning, annan specificerad och ospecificerad"	"Utföra administrativ aktivitet som avser utredning och bedömning, ospecificerad eller som inte är specificerad i klassifikationen"	""	""	""
"XAC"	"XA"	"Besluta"	""	""	""	""
"XAC.01.ZZ"	"XAC"	"Fatta beslut i sakfrågan"	"Fatta slutligt beslut i handläggningen av ett ärende som innebär att sakfrågan i ärendet avgörs, till exempel att nämnden beslutar att bifalla eller avslå en ansökan om en insats, att ansöka om vård enligt LVM eller att avge ett yttrande"	""	""	""
"XAC.02.ZZ"	"XAC"	"Avge yttrande om enskilds situation till annan myndighet"	"Besluta om innehållet i ett yttrande som rör en enskilds situation på begäran från en annan myndighet (till exempel åklagare) som underlag för den andra myndighetens beslut"	""	""	""
"XAC.03.00"	"XAC"	"Fatta andra beslut (ej i sakfrågan)"	"Fatta ett beslut i handläggningen av ett ärende som inte avgör sakfrågan i ärendet, till exempel att nämnden beslutar att avvisa eller avskriva ärendet"	""	""	""
"XAC.03.05"	"XAC"	"Besluta om avvisning av ärende"	"Fatta ett beslut i handläggningen av ett ärende som innebär att ärendet avvisas"	""	""	""
"XAC.03.15"	"XAC"	"Besluta om avskrivning av ärende"	"Fatta ett beslut i handläggningen av ett ärende som innebär att ärendet avskrivs"	""	""	""
"XAC.04.ZZ"	"XAC"	"Besluta om bistånd i form av hemtjänst för äldre med förenklat beslutsfattande"	"Fatta beslut om bistånd i form av hemtjänst för äldre utan föregående behovsprövning enligt 4 kap. 2a § SoL"	""	""	""
"XAC.05.ZZ"	"XAC"	"Besluta om omedelbart omhändertagande enligt LVM"	"Fatta beslut om omedelbart omhändertagande enligt 13 § LVM (ingår i officiell statistik)"	""	""	""
"XAC.06.ZZ"	"XAC"	"Besluta om omedelbart omhändertagande enligt LVU, miljö"	"Fatta beslut om omedelbart omhändertagande enligt 6 § LVU, eftersom den unge sannolikt ska beredas vård med stöd av 2 § LVU (miljö)"	""	""	""
"XAC.07.ZZ"	"XAC"	"Besluta om omedelbart omhändertagande enligt LVU, beteende"	"Fatta beslut om omedelbart omhändertagande enligt 6 § LVU, eftersom den unge sannolikt ska beredas vård med stöd av 3 § LVU (beteende)"	""	""	""
"XAC.08.ZZ"	"XAC"	"Underställa beslut om omedelbart omhändertagande enligt LVM"	"Underställa nämndens beslut om omedelbart omhändertagande till förvaltningsdomstolen enligt 15 § LVM"	""	""	""
"XAC.09.ZZ"	"XAC"	"Underställa beslut om omedelbart omhändertagande enligt LVU"	"Underställa nämndens beslut om omedelbart omhändertagande till förvaltningsdomstolen enligt 7 § LVU"	""	""	""
"XAC.15.ZZ"	"XAC"	"Ansöka om vård med stöd av 2 § LVU, miljö"	"Besluta om att göra en ansökan enligt 4 § LVU till förvaltningsdomstolen om vård med stöd av 2 § LVU (miljö)"	""	""	""
"XAC.16.ZZ"	"XAC"	"Ansöka om vård med stöd av 3 § LVU, beteende"	"Besluta om att göra en ansökan enligt 4 § LVU till förvaltningsdomstolen om vård med stöd av 3 § LVU (beteende)"	""	""	""
"XAC.17.ZZ"	"XAC"	"Ansöka om vård med stöd av LVM"	"Besluta om att göra en ansökan till förvaltningsdomstolen om vård av missbrukare med stöd av LVM"	""	""	""
"XAC.18.ZZ"	"XAC"	"Överväga om vård enligt LVU fortfarande behövs"	"Överväga om vård enligt 2 § LVU fortfarande behövs och om hur vården i så fall bör inriktas och utformas (13 § LVU)"	""	""	""
"XAC.20.ZZ"	"XAC"	"Ompröva om vårdbeslut enligt LVU ska upphöra"	"Pröva om vård som ges till en ung person som vårdas med stöd av 3 § LVU ska upphöra (13 § andra stycket LVU)"	""	"Ompröva beslut (XAC.88.ZZ)"	""
"XAC.22.ZZ"	"XAC"	"Överväga enligt LVU om det finns skäl att ansöka om vårdnadsöverflyttning"	"Överväga om det finns skäl att ansöka om överflyttning av vårdnad (13 § LVU)"	""	""	""
"XAC.24.ZZ"	"XAC"	"Fatta beslut om bistånd (4 kap. 1 § SoL)"	"Fatta beslut om bistånd i ett ärende som rör den enskildes försörjning eller livsföring i övrigt (4 kap. 1 § SoL)"	""	""	""
"XAC.25.ZZ"	"XAC"	"Fatta beslut om bistånd (4 kap. 2 § SoL)"	"Fatta beslut om bistånd i ett ärende som rör en enskilds försörjning eller livsföring i övrigt utöver vad som följer av 4 kap. 1 § SoL om det finns skäl för det (4 kap. 2 § SoL)"	""	""	""
"XAC.28.ZZ"	"XAC"	"Besluta utan vårdnadshavarens samtycke om öppna insatser för barn som fyllt 15 år"	"Besluta utan vårdnadshavarens samtycke om öppna insatser för barn som fyllt 15 år, om det är lämpligt och barnet begär eller samtycker till det (3 kap. 6 a § SoL)"	""	""	""
"XAC.30.ZZ"	"XAC"	"Besluta att medge att den unge får vistas i sitt eget hem"	"Besluta att ge sitt medgivande till, det vill säga godkänna, att den unge vistas i sitt eget hem (11 § LVU)"	""	""	""
"XAC.32.ZZ"	"XAC"	"Besluta om inskränkning i umgänge"	"Besluta enligt 14 § LVU om hur umgänget mellan ett barn och dess föräldrar eller vårdnadshavare ska utövas"	""	""	""
"XAC.34.ZZ"	"XAC"	"Överväga behovet av fortsatt inskränkning i umgänge"	"Överväga om beslutet om inskränkning i umgänget mellan ett barn och dess föräldrar eller vårdnadshavare fortfarande behövs (14 § LVU)"	""	""	""
"XAC.36.ZZ"	"XAC"	"Besluta om hemlighållande av vistelseort"	"Besluta enligt 14 § LVU om att hemlighålla barnets vistelseort för dess föräldrar eller vårdnadshavare"	""	""	""
"XAC.38.ZZ"	"XAC"	"Överväga behovet av fortsatt hemlighållande av vistelseort"	"Överväga om beslutet om barnets vistelseort fortfarande behöver hållas hemlig för dess föräldrar eller vårdnadshavare (14 § LVU)"	""	""	""
"XAC.40.ZZ"	"XAC"	"Ansöka om flyttningsförbud"	"Besluta enligt 24 § LVU om att göra en ansökan om flyttningsförbud till förvaltningsdomstolen, det vill säga om förbud för en vårdnadshavare att ta det minderåriga barnet från till exempel ett familjehem"	""	""	""
"XAC.42.ZZ"	"XAC"	"Ansöka om vårdnadsöverflyttning"	"Besluta om att göra en ansökan till förvaltningsdomstolen om att vårdnaden av ett barn ska överflyttas enligt 6 kap. 8 § föräldrabalken"	""	""	""
"XAC.44.ZZ"	"XAC"	"Besluta var den unge ska vistas under vårdtiden"	"Besluta om var den unge ska vistas under vårdtiden (11 § LVU)"	""	""	""
"XAC.45.ZZ"	"XAC"	"Anmäla till överförmyndare"	"Göra en anmälan till kommunens överförmyndare om att en person har behov av god man eller förvaltare, eller inte längre bör ha förvaltare, eller att ett barn kan behöva förvaltare (5 kap. 3 § socialtjänstförordningen)"	""	""	""
