"Kod"	"Överordnad kod"	"Titel"	"Beskrivning"	"Exempel"	"Innefattar"	"Utesluter"	"Anmärkning"	"Relaterad ICF-kod"	"Relaterad ICD-10-SE-kod"
"VP573"	"VP5"	"SVF skelett- och mjukdelssarkom - ingen ytterligare åtgärd"	"Används för enstaka SVF. För användning se beskrivning av respektive vårdförlopp och kodningsvägledning"	""	""	""	""	""	""
"VP574"	"VP5"	"SVF skelett- och mjukdelssarkom - avslut av SVF innan start av behandling, andra medicinska skäl"	"Andra medicinska skäl, efter läkarbedömning eller patienten avlider innan start av behandling"	""	""	""	""	""	""
"VP576"	"VP5"	"SVF skelett- och mjukdelssarkom - avslut av SVF innan start av behandling, patientens val"	""	""	""	""	""	""	""
"VP578"	"VP5"	"SVF skelett- och mjukdelssarkom - avslut av SVF innan start av behandling, misstanke om cancer avskrivs"	"Misstanke om cancer avskrivs eller annan diagnos än cancer eller ingen diagnos ställs"	""	""	""	""	""	""
"VP590"	"VP5"	"SVF skelett- och mjukdelssarkom - överflyttad till annat landsting/annan region"	"SVF fortsätter i annat landsting / annan region"	""	""	""	""	""	""
"VP591"	"VP5"	"SVF skelett- och mjukdelssarkom - mottagen från annat landsting/annan region"	"SVF påbörjat i annat landsting / annan region"	""	""	""	""	""	""
"VP8"	"VP"	"SVF cancermisstanke vid allvarliga, ospecifika symtom"	""	""	""	""	""	""	""
"VP805"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - remissbeslut vid misstanke om cancer"	"Beslut att skicka remiss (vårdbegäran) för bedömning om välgrundad misstanke föreligger"	""	""	""	""	""	""
"VP810"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - beslut välgrundad misstanke om cancer"	"Start av SVF"	""	""	""	""	""	""
"VP815"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - välgrundad misstanke om cancer - remiss mottagen"	"Remiss mottagen i specialiserad vård"	""	""	""	""	""	""
"VP820"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - välgrundad misstanke om cancer - remiss bedömd"	"Remiss bedömd av koordinator/läkare i specialiserad vård"	""	""	""	""	""	""
"VP822"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - kirurgisk åtgärd för diagnostik"	"T.ex. excision för diagnostik"	""	""	""	""	""	""
"VP825"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - första besök i specialiserad vård"	"Första besök i specialiserad vård, avser utredning eller bedömning"	""	""	""	""	""	""
"VP835"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - multidisciplinär konferens"	""	""	""	""	""	""	""
"VP840"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - information om diagnos/utredningsresultat"	"Patienten informerad om diagnos/utredningsresultat"	""	""	""	""	""	""
"VP843"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - behandlingsbeslut efter basutredning"	"Behandlingsbeslut i samråd med patienten"	""	""	""	""	""	""
"VP844"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - behandlingsbeslut efter utökad basutredning"	"Behandlingsbeslut i samråd med patienten"	""	""	""	""	""	""
"VP850"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - start av första behandling, kirurgi"	"Innefattar kurativ eller palliativ kirurgisk behandling"	""	""	""	""	""	""
"VP852"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - start av första behandling, läkemedel"	"Innefattar kurativ eller palliativ cancerspecifik läkemedelsbehandling"	""	""	""	""	""	""
"VP854"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - start av första behandling, strålning"	"Innefattar kurativ eller palliativ strålbehandling"	""	""	""	""	""	""
"VP858"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - start av första behandling, palliativ"	"Avser symtomlindrande behandling"	""	""	""	""	""	""
"VP859"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - start av första behandling, annan"	""	""	""	""	""	""	""
"VP860"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - beslut om exspektans"	"Innebär exspektans med övervakning, tills vidare utan behandling"	""	""	""	""	""	""
"VP870"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - avslut av SVF innan start av behandling, kriterier för välgrundad misstanke ej uppfyllda"	"T.ex. anmäld till SVF på felaktig grund, ingen utredning startas"	""	""	""	""	""	""
"VP872"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - avslut av SVF innan start av behandling, annan cancer"	"Annan cancer, annat SVF startas om sådant finns"	""	""	""	""	""	""
"VP873"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - ingen ytterligare åtgärd"	"Används för enstaka SVF. För användning se beskrivning av respektive vårdförlopp och kodningsvägledning"	""	""	""	""	""	""
"VP874"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - avslut av SVF innan start av behandling, andra medicinska skäl"	"Andra medicinska skäl, efter läkarbedömning eller patienten avlider innan start av behandling"	""	""	""	""	""	""
"VP876"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - avslut av SVF innan start av behandling, patientens val"	""	""	""	""	""	""	""
"VP878"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - avslut av SVF innan start av behandling, misstanke om cancer avskrivs"	"Misstanke om cancer avskrivs eller annan diagnos än cancer eller ingen diagnos ställs"	""	""	""	""	""	""
"VP890"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - överflyttad till annat landsting/annan region"	"SVF fortsätter i annat landsting / annan region"	""	""	""	""	""	""
"VP891"	"VP8"	"SVF cancermisstanke vid allvarliga, ospecifika symtom - mottagen från annat landsting/annan region"	"SVF påbörjat i annat landsting / annan region"	""	""	""	""	""	""
"VP9"	"VP"	"SVF cancer med okänd primärtumör - CUP"	""	""	""	""	""	""	"C76-C80, D37-D44, D46-D47.2, D47.4-D48"
"VP905"	"VP9"	"SVF cancer med okänd primärtumör - CUP - remissbeslut vid misstanke om cancer"	"Beslut att skicka remiss (vårdbegäran) för bedömning om välgrundad misstanke föreligger"	""	""	""	""	""	""
"VP910"	"VP9"	"SVF cancer med okänd primärtumör - CUP - beslut välgrundad misstanke om cancer"	"Start av SVF"	""	""	""	""	""	""
"VP915"	"VP9"	"SVF cancer med okänd primärtumör - CUP - välgrundad misstanke om cancer - remiss mottagen"	"Remiss mottagen i specialiserad vård"	""	""	""	""	""	""
"VP920"	"VP9"	"SVF cancer med okänd primärtumör - CUP - välgrundad misstanke om cancer - remiss bedömd"	"Remiss bedömd av koordinator/läkare i specialiserad vård"	""	""	""	""	""	""
"VP922"	"VP9"	"SVF cancer med okänd primärtumör - CUP - kirurgisk åtgärd för diagnostik"	"T.ex. excision för diagnostik"	""	""	""	""	""	""
"VP925"	"VP9"	"SVF cancer med okänd primärtumör - CUP - första besök i specialiserad vård"	"Första besök i specialiserad vård, avser utredning eller bedömning"	""	""	""	""	""	""
"VP935"	"VP9"	"SVF cancer med okänd primärtumör - CUP - multidisciplinär konferens"	""	""	""	""	""	""	""
"VP940"	"VP9"	"SVF cancer med okänd primärtumör - CUP - information om diagnos/utredningsresultat"	"Patienten informerad om diagnos/utredningsresultat"	""	""	""	""	""	""
"VP943"	"VP9"	"SVF cancer med okänd primärtumör - CUP - behandlingsbeslut efter basutredning"	"Behandlingsbeslut i samråd med patienten"	""	""	""	""	""	""
"VP944"	"VP9"	"SVF cancer med okänd primärtumör - CUP - behandlingsbeslut efter utökad basutredning"	"Behandlingsbeslut i samråd med patienten"	""	""	""	""	""	""
"VP950"	"VP9"	"SVF cancer med okänd primärtumör - CUP - start av första behandling, kirurgi"	"Innefattar kurativ eller palliativ kirurgisk behandling"	""	""	""	""	""	""
"VP952"	"VP9"	"SVF cancer med okänd primärtumör - CUP - start av första behandling, läkemedel"	"Innefattar kurativ eller palliativ cancerspecifik läkemedelsbehandling"	""	""	""	""	""	""
"VP954"	"VP9"	"SVF cancer med okänd primärtumör - CUP - start av första behandling, strålning"	"Innefattar kurativ eller palliativ strålbehandling"	""	""	""	""	""	""
"VP958"	"VP9"	"SVF cancer med okänd primärtumör - CUP - start av första behandling, palliativ"	"Avser symtomlindrande behandling"	""	""	""	""	""	""
"VP959"	"VP9"	"SVF cancer med okänd primärtumör - CUP - start av första behandling, annan"	""	""	""	""	""	""	""
"VP960"	"VP9"	"SVF cancer med okänd primärtumör - CUP - beslut om exspektans"	"Innebär exspektans med övervakning, tills vidare utan behandling"	""	""	""	""	""	""
"VP970"	"VP9"	"SVF cancer med okänd primärtumör - CUP - avslut av SVF innan start av behandling, kriterier för välgrundad misstanke ej uppfyllda"	"T.ex. anmäld till SVF på felaktig grund, ingen utredning startas"	""	""	""	""	""	""
"VP972"	"VP9"	"SVF cancer med okänd primärtumör - CUP - avslut av SVF innan start av behandling, annan cancer"	"Annan cancer, annat SVF startas om sådant finns"	""	""	""	""	""	""
"VP973"	"VP9"	"SVF cancer med okänd primärtumör - CUP - ingen ytterligare åtgärd"	"Används för enstaka SVF. För användning se beskrivning av respektive vårdförlopp och kodningsvägledning"	""	""	""	""	""	""
"VP974"	"VP9"	"SVF cancer med okänd primärtumör - CUP - avslut av SVF innan start av behandling, andra medicinska skäl"	"Andra medicinska skäl, efter läkarbedömning eller patienten avlider innan start av behandling"	""	""	""	""	""	""
"VP976"	"VP9"	"SVF cancer med okänd primärtumör - CUP - avslut av SVF innan start av behandling, patientens val"	""	""	""	""	""	""	""
"VP978"	"VP9"	"SVF cancer med okänd primärtumör - CUP - avslut av SVF innan start av behandling, misstanke om cancer avskrivs"	"Misstanke om cancer avskrivs eller annan diagnos än cancer eller ingen diagnos ställs"	""	""	""	""	""	""
"VP990"	"VP9"	"SVF cancer med okänd primärtumör - CUP - överflyttad till annat landsting/annan region"	"SVF fortsätter i annat landsting / annan region"	""	""	""	""	""	""
"VP991"	"VP9"	"SVF cancer med okänd primärtumör - CUP - mottagen från annat landsting/annan region"	"SVF påbörjat i annat landsting / annan region"	""	""	""	""	""	""
"X"	""	"Övriga åtgärder"	"Självständiga åtgärder som inte kunnat placeras i något av de tidigare kapitlen"	""	""	""	""	""	""
"XS"	"X"	"Kontaktrelaterade åtgärder"	""	""	""	""	""	""	""
"XS001"	"XS"	"Information och rådgivning med företrädare för patienten"	"Möte där någon företrädare för patienten (vårdnadshavare, god man, anhörig, närstående eller annan som patienten själv utsett som företrädare) möter hälso- och sjukvårdspersonal utan att patienten är med. Samtalet ska journalföras"	""	""	""	""	""	""
"XS002"	"XS"	"Behandling under vårdtillfälle"	"Behandling hos hälso- och sjukvårdspersonal från annat medicinskt verksamhetsområde där patient erhåller behandling som har medicinskt samband med vårdtillfället. Registreras av den vårdenhet som utför behandlingen"	""	""	""	""	""	""
"XS003"	"XS"	"Information och rådgivning med patient via skriftlig kommunikation"	""	""	"Brev och digital skriftlig kommunikation"	""	""	""	""
"XS004"	"XS"	"Distanskonsultation"	"Genomgång av patientärende efter kontakt (extern remiss, brev, e-post, telefon, telemedicin). Bedömningen ska journalföras"	""	""	""	""	""	""
"XS005"	"XS"	"Externt informationsutbyte"	"Kontakt via telefon, brev, e-post etc. med myndighet/institution (försäkringskassa, kommun, skola, hjälpmedelscentral), arbetsplats etc. rörande patient"	""	""	""	""	""	""
"XS006"	"XS"	"Insats annan förvaltning"	"Besök där sjukhusansluten hälso- och sjukvårdspersonal träffar patient i primärvården eller på annat sjukhus och där besöket journalförs på det stället. Besöket registreras på den enhet där patienten fysiskt var"	""	""	""	""	""	""
"XS007"	"XS"	"Konferens med patient"	"Konferens med patient och/eller patientens företrädare (vårdnadshavare, god man, anhörig, närstående eller annan som patienten själv utsett som företrädare) och hälso- och sjukvårdspersonal från ett eller flera vårdområden. Sammanfattning av anamnes och kliniska fakta. Beslut om fortsatt diagnostik och terapi. Eventuella övriga åtgärder, t.ex. biopsier, kodas separat. Åtgärden konferens med patient används även vid olika former av vårdplanering. Inkluderar nätverksmöte"	""	""	""	""	""	""
"XS008"	"XS"	"Konferens om patient"	"Konferens utan att patienten och/eller patientens företrädare (vårdnadshavare, god man, anhörig, närstående eller annan som patienten själv utsett som företrädare) är närvarande. Sammanfattning av anamnes och kliniska fakta. Beslut om fortsatt diagnostik och terapi. Eventuella övriga åtgärder, t.ex. biopsier, kodas separat. Kan omfatta en eller flera yrkeskategorier från en eller flera olika specialiteter. Varje deltagare kan dokumentera sin insats. Inkluderar nätverksmöte"	""	""	""	""	""	""
"XS009"	"XS"	"Konsultation under vårdtillfälle"	"Vårdkontakt där patient bedöms av hälso- och sjukvårdspersonal från annat medicinskt verksamhetsområde för att belysa en viss fråga i pågående utredning. Vårdansvaret kvarstår hos den remitterande hälso- och sjukvårdspersonalen"	""	""	""	""	""	""
"XS010"	"XS"	"Medverkan i teambesök och gruppteambesök"	"Insats som utförs av hälso- och sjukvårdspersonal som ingår i vårdteam och utgör del av teambesök eller gruppteambesök. Registreras på vårdenhet som utför medverkan i teambesök/gruppteambesök"	""	""	""	""	""	""
"XS011"	"XS"	"Information och rådgivning per telefon med företrädare för patienten"	"Telefonmöte där någon företrädare för patienten (vårdnadshavare, god man, anhörig, närstående eller annan som patienten själv utsett som företrädare) samtalar med hälso- och sjukvårdspersonal per telefon utan att patienten är med. Samtalet ska journalföras"	""	""	""	""	""	""
"XS012"	"XS"	"Information och rådgivning med patient per telefon"	"Telefonsamtal med patient. Samtalet ska journalföras"	""	""	""	""	""	""
"XS013"	"XS"	"Avstämningsmöte med försäkringskassan"	""	""	""	""	""	""	""
"XS014"	"XS"	"Information och rådgivning med patient via videolänk"	"Samtal på distans i realtid med både rörlig bild och ljud"	""	""	""	""	""	""
"XS015"	"XS"	"Konferens om patient inom europeiskt expertnätverk"	"Till exempel virtuella råd inom europeiskt referensnätverk (ERN) med inbjudna specialistläkare från olika områden inom det europeiska nätverket för att diskutera den enskilda patientens diagnos och behandling. Koden registreras av vårdgivare som deltar med behandlingsansvar för patienten, exempelvis den ERN-medlem som lyfter patienten till konferensen. Om flera svenska vårdgivare, involverade i patientens vård, deltar i konferensen, kan dessa registrera samma kod. Exempelvis kan inremitterande läkare använda koden om den deltar på konferensen"	""	""	""	""	""	""
"XS018"	"XS"	"Information och rådgivning via videolänk med företrädare för patient "	"Samtal på distans i realtid med företrädare för patienten (vårdnadshavare, god man, anhörig, närstående eller annan som patienten själv utsett som företrädare) med både rörlig bild och ljud. Samtalet ska journalföras"	""	""	""	""	""	""
"XS020"	"XS"	"Distanskonsultation av tandvård"	"Konsultation med tandvården gällande patientärende (t.ex. extern remiss, brev, e-post, telefon, telemedicin). Bedömningen ska journalföras"	""	""	"Distanskonsultation, se XS004"	""	""	""
"XS025"	"XS"	"Inskrivning i hemsjukvård i ordinärt boende"	"Åtgärden avser när inskrivning i hemsjukvård i ordinärt boende sker"	""	""	""	""	""	""
"XS026"	"XS"	"Avslutande av hemsjukvård i ordinärt boende"	"Åtgärden avser när hemsjukvård i ordinärt boende avslutas"	""	""	""	""	""	""
"XS027"	"XS"	"Kommunal hälso- och sjukvård konsulterar läkare på distans"	"Personal inom kommunal hälso- och sjukvård konsulterar läkare på distans gällande patientärende inom kommunal hälso- och sjukvård (t.ex. extern remiss, brev, e-post, telefon, telemedicin). Bedömningen ska journalföras"	""	""	"Distanskonsultation av tandvård, se XS020"	""	""	""
"XS027"	""	""	""	""	""	"Distanskonsultation, se XS004"	""	""	""
"XS100"	"XS"	"Oplanerad inskrivning till sluten vård"	"Ska endast användas vid öppenvårdsbesök, i första hand akutmottagningsbesök, som leder till inskrivning i direkt anslutning till besöket"	""	""	""	""	""	""
"XS150"	"XS"	"Hänvisning till Socialtjänst"	"Förmedling av kontakt. Tilläggskod ZV350 kan anges vid åtgärd relaterad till våldsutsatthet"	""	""	""	""	""	""
"XS155"	"XS"	"Information till socialtjänst vid oro för väntat barn"	"Informationsöverföring från hälso- och sjukvård till socialtjänst innan barnets födelse, för att möjliggöra förebyggande insatser från socialtjänsten till blivande föräldrar"	""	""	""	""	""	""
"XS900"	"XS"	"Enskilt besök"	""	""	""	""	""	""	""
"XS902"	"XS"	"Teambesök"	"Öppenvårdsbesök där en patient träffar ett vårdteam"	""	""	""	""	""	""
"XS903"	"XS"	"Gruppbesök"	"Öppenvårdsbesök där fler än en patient samtidigt möter hälso- och sjukvårdspersonal. För vårdteam se XS904"	""	""	""	""	""	""
"XS904"	"XS"	"Gruppteambesök"	"Öppenvårdsbesök där fler än en patient samtidigt möter ett vårdteam"	""	""	""	""	""	""
"XS910"	"XS"	"Arbetsterapeut"	""	""	""	""	""	""	""
"XS911"	"XS"	"Audionom"	""	""	""	""	""	""	""
"XS912"	"XS"	"Dietist"	""	""	""	""	""	""	""
"XS913"	"XS"	"Kurator"	""	""	""	""	""	""	""
"XS914"	"XS"	"Logoped"	""	""	""	""	""	""	""
"XS915"	"XS"	"Läkare"	""	""	""	""	""	""	""
"XS916"	"XS"	"Ortoptist"	""	""	""	""	""	""	""
"XS917"	"XS"	"Psykolog"	""	""	""	""	""	""	""
"XS918"	"XS"	"Sjukgymnast/fysioterapeut"	""	""	""	""	""	""	""
"XS919"	"XS"	"Sjuksköterska"	""	""	""	""	""	""	""
"XS920"	"XS"	"Skötare"	"Inom psykiatrisk vård"	""	""	""	""	""	""
"XS921"	"XS"	"Undersköterska"	""	""	""	""	""	""	""
"XS922"	"XS"	"Övrig hälso- och sjukvårdspersonal"	""	""	""	""	""	""	""
"XS923"	"XS"	"Naprapat"	""	""	""	""	""	""	""
"XS924"	"XS"	"Kiropraktor"	""	""	""	""	""	""	""
"XS925"	"XS"	"Barnmorska"	""	""	""	""	""	""	""
"XS926"	"XS"	"Optiker"	""	""	""	""	""	""	""
"XS927"	"XS"	"Kontaktsjuksköterska"	""	""	""	""	""	""	""
"XS928"	"XS"	"Receptarie"	""	""	""	""	""	""	""
